Date,IEF
2006-03-30,0.721539344790867
2006-03-31,0.6826399537541016
2006-04-03,-0.7084971570311882
2006-04-04,0.6948923389525656
2006-04-05,-0.7289521621726802
2006-04-06,-0.7611933194446714
2006-04-07,-0.7728198811319876
2006-04-10,0.6564938524705979
2006-04-11,0.7121687843180708
2006-04-12,-0.616063391274454
2006-04-13,-0.638951647520624
2006-04-14,0.638951647520624
2006-04-17,0.6688565713799554
2006-04-18,0.6885892042271954
2006-04-19,-0.8420743371321717
2006-04-20,0.8657268935922854
2006-04-21,0.8808234007871398
2006-04-24,-0.7986527806601278
2006-04-25,0.8132113532993229
2006-04-26,-0.8175481363557173
2006-04-27,0.7547582582591161
2006-04-28,0.7824493964435604
2006-05-01,-0.847910203248016
2006-05-02,0.8289157426228402
2006-05-03,0.8588802207106393
2006-05-04,-0.8264886421168676
2006-05-05,0.8425776302832958
2006-05-08,-0.8183407197313474
2006-05-09,-0.8160462904341683
2006-05-10,0.8170561101570583
2006-05-11,-0.8041254198317299
2006-05-12,-0.7748074250662361
2006-05-15,0.5562706451500429
2006-05-16,0.6628326702703109
2006-05-17,-0.6294224038794897
2006-05-18,0.4552026425125091
2006-05-19,-0.37266186785554295
2006-05-22,0.15693429242648835
2006-05-23,-0.33732941783805703
2006-05-24,0.23930853770517546
2006-05-25,-0.322501918717818
2006-05-26,-0.5061193759023382
2006-05-29,0.5061193759023382
2006-05-30,0.5061193759023382
2006-05-31,-0.23430675161871145
2006-06-01,-0.12905954453856183
2006-06-02,-0.13864947344456918
2006-06-05,-0.12261725829515864
2006-06-06,0.09323283205242036
2006-06-07,0.1431708850876683
2006-06-08,0.28739743987208455
2006-06-09,-0.31331685283140165
2006-06-12,0.28437391345625906
2006-06-13,0.6308924377468181
2006-06-14,-0.9933732059381893
2006-06-15,-0.7473627182847815
2006-06-16,0.22263106031019939
2006-06-19,-0.16692978234650074
2006-06-20,0.3510745861200129
2006-06-21,0.26985818499746383
2006-06-22,-0.12316866794846913
2006-06-23,0.21902459898068716
2006-06-26,0.22836928719505234
2006-06-27,0.034309636325973156
2006-06-28,0.07158135281226877
2006-06-29,-0.026738759964866944
2006-06-30,-0.3942159389158116
2006-07-03,-0.40548105845687193
2006-07-04,0.40548105845687193
2006-07-05,-0.2844853669995401
2006-07-06,0.2516223677461234
2006-07-07,0.227110737521379
2006-07-10,-0.1965935502146512
2006-07-11,0.18823041656577935
2006-07-12,-0.31375810362311063
2006-07-13,0.12697290971128197
2006-07-14,0.08168542742190603
2006-07-17,-0.2131360199327956
2006-07-18,-0.21245909765798182
2006-07-19,-0.1814240090632822
2006-07-20,-0.13898911518292364
2006-07-21,-0.0510080575943101
2006-07-24,0.04322412034872063
2006-07-25,0.18573195015006683
2006-07-26,0.21355967671780973
2006-07-27,0.2988963120572079
2006-07-28,-0.28604385880615385
2006-07-31,-0.2460094476613994
2006-08-01,-0.20012997365965352
2006-08-02,0.30924079158300394
2006-08-03,-0.3255568690226527
2006-08-04,0.39052344351525914
2006-08-07,-0.2725490105607753
2006-08-08,0.29836480064707593
2006-08-09,-0.33532599178241074
2006-08-10,0.24043002590484233
2006-08-11,-0.26721241261454254
2006-08-14,0.3038227233754897
2006-08-15,0.38550359086141794
2006-08-16,0.5119826378943477
2006-08-17,-0.496107318318191
2006-08-18,-0.5409434136000698
2006-08-21,0.5462183131634173
2006-08-22,-0.5445918539794515
2006-08-23,-0.5687511775572047
2006-08-24,0.5414615997742795
2006-08-25,-0.5640239557563642
2006-08-28,0.4742301519120435
2006-08-29,-0.4999136775049832
2006-08-30,0.48823721209108395
2006-08-31,-0.5393980929242703
2006-09-01,-0.5139070583328965
2006-09-04,0.5139070583328965
2006-09-05,0.4111071238923338
2006-09-06,-0.3734575884810854
2006-09-07,0.20985674033656
2006-09-08,0.22359879785389591
2006-09-11,-0.1877077030183321
2006-09-12,-0.2693426635652358
2006-09-13,0.4208196342751229
2006-09-14,-0.42505083996457904
2006-09-15,0.4062074874000665
2006-09-18,-0.28094246235430004
2006-09-19,0.37747192348067005
2006-09-20,-0.36332299218196273
2006-09-21,-0.36551545099285543
2006-09-22,0.320396803460688
2006-09-25,-0.22800616488065317
2006-09-26,-0.349820789843035
2006-09-27,0.41255939582352563
2006-09-28,-0.4755835675891783
2006-09-29,0.4584138224888599
2006-10-02,-0.6611945082112628
2006-10-03,0.2595376657152394
2006-10-04,-0.23359656755881664
2006-10-05,0.39528571789151523
2006-10-06,-0.3764165448083146
2006-10-09,0.3804834770684349
2006-10-10,-0.3802599160852277
2006-10-11,0.35758322718417107
2006-10-12,-0.33774556974926506
2006-10-13,0.44005625521094455
2006-10-16,0.48920412163905114
2006-10-17,0.5114043584471267
2006-10-18,-0.4487077277463151
2006-10-19,0.41517927832476076
2006-10-20,0.5096988983973467
2006-10-23,-0.508674915553324
2006-10-24,0.4931505631743841
2006-10-25,0.5454681496112297
2006-10-26,0.6663297490086162
2006-10-27,-0.6337232675785671
2006-10-30,-0.5736470073814705
2006-10-31,0.5204316891930534
2006-11-01,-0.5223396758828397
2006-11-02,0.44872991311839655
2006-11-03,-0.4598246626937057
2006-11-06,0.43668096999741524
2006-11-07,0.5038909441390484
2006-11-08,-0.47123251239902464
2006-11-09,-0.5846952062649928
2006-11-10,0.5686196866111214
2006-11-13,-0.5226430877134101
2006-11-14,-0.526852490346585
2006-11-15,-0.5857536824290056
2006-11-16,0.6394851026783333
2006-11-17,-0.5429699644898898
2006-11-20,0.6191288374326677
2006-11-21,-0.6646570418923565
2006-11-22,0.7055390968144057
2006-11-23,-0.7055390968144057
2006-11-24,0.6320183976152884
2006-11-27,-0.5675998879529954
2006-11-28,0.4082082627586373
2006-11-29,-0.584482958530284
2006-11-30,-0.6929716081300354
2006-12-01,-0.6325676578217142
2006-12-04,0.6033672984206766
2006-12-05,-0.6782673586076429
2006-12-06,-0.644653673499442
2006-12-07,0.6381316875400233
2006-12-08,-0.4856192542130889
2006-12-11,-0.530488625474412
2006-12-12,0.584978224133442
2006-12-13,-0.6772794946215462
2006-12-14,0.6553102330311942
2006-12-15,0.8244400424800171
2006-12-18,-0.7331220877470164
2006-12-19,0.6853226719880904
2006-12-20,-0.8128630993599715
2006-12-21,0.8140836046714242
2006-12-22,-0.7524193839320129
2006-12-25,-0.7524193839320129
2006-12-26,-0.5814750770931834
2006-12-27,-0.6148336114355775
2006-12-28,-0.6377987131849404
2006-12-29,-0.6159956579977455
2007-01-01,0.6159956579977455
2007-01-02,-0.0
2007-01-03,0.48995219263754375
2007-01-04,-0.4257706728855903
2007-01-05,-0.4165466296028808
2007-01-08,0.3473550507723043
2007-01-09,-0.4124269949981288
2007-01-10,-0.3533745424500895
2007-01-11,0.4140451577158385
2007-01-12,-0.4374584430794678
2007-01-15,0.4374584430794678
2007-01-16,0.4997762439479989
2007-01-17,0.43258108117954697
2007-01-18,-0.4742606220475597
2007-01-19,0.40310968490720367
2007-01-22,-0.0
2007-01-23,-0.45828639147649564
2007-01-24,-0.571784931023575
2007-01-25,0.6317650523762177
2007-01-26,-0.4666488060315663
2007-01-29,0.46203520924026337
2007-01-30,-0.42241087060638194
2007-01-31,0.5352786314717705
2007-02-01,0.60988515204038
2007-02-02,-0.610900572975343
2007-02-05,0.6532981644536167
2007-02-06,-0.6764532183986981
2007-02-07,0.7039036905081935
2007-02-08,-0.6635760142032084
2007-02-09,-0.7168160897137895
2007-02-12,-0.604671771432552
2007-02-13,0.5118560528689163
2007-02-14,0.7233013453636008
2007-02-15,0.7285081319494862
2007-02-16,-0.7206193970649055
2007-02-19,-0.7206193970649055
2007-02-20,-0.7155659798080778
2007-02-21,-0.7394523074650585
2007-02-22,0.7873622453260629
2007-02-23,0.769593950393737
2007-02-26,0.772449910405096
2007-02-27,-0.663517291093981
2007-02-28,0.018212827221235905
2007-03-01,-0.9265733178266783
2007-03-02,-1.0031856691483139
2007-03-05,0.5747836292965515
2007-03-06,0.5747836292965515
2007-03-07,0.08891255768289898
2007-03-08,-0.07869907154965042
2007-03-09,-0.08315997769690489
2007-03-12,0.07529267091763406
2007-03-13,0.12461552799642048
2007-03-14,-0.10766091132505055
2007-03-15,-0.11227730867913155
2007-03-16,0.10801251383188684
2007-03-19,0.11546354209165643
2007-03-20,0.11316808732098066
2007-03-21,-0.11762914491699408
2007-03-22,0.10884541885713506
2007-03-23,-0.10637358563136484
2007-03-26,-0.10116909389398818
2007-03-27,0.10718127536651861
2007-03-28,0.11348331587030994
2007-03-29,-0.09748988706748438
2007-03-30,4.186124123472285
2007-04-02,-4.1714269637345
2007-04-03,4.160489249267761
2007-04-04,4.182881423240373
2007-04-05,-4.166803722840758
2007-04-06,4.166803722840758
2007-04-09,-4.169767856014019
2007-04-10,7.504724003919372
2007-04-11,-1.700512697482045
2007-04-12,-1.6736009718020044
2007-04-13,1.673930422155877
2007-04-16,-1.6808760105560725
2007-04-17,1.6873664825257673
2007-04-18,1.7054626045897898
2007-04-19,-1.7180045292119492
2007-04-20,-1.6916942050160733
2007-04-23,1.6981094458113737
2007-04-24,1.7088986686972891
2007-04-25,-1.67145804723496
2007-04-26,-1.6618459885710946
2007-04-27,-1.668444232496687
2007-04-30,1.6573554818200522
2007-05-01,-1.6288225165875412
2007-05-02,-1.6286536611364313
2007-05-03,-1.6212365867242413
2007-05-04,1.6429934801463262
2007-05-07,-1.6471885453141852
2007-05-08,1.6555191262194067
2007-05-09,-1.6495231973329179
2007-05-10,-1.62673738224162
2007-05-11,1.6507109112363523
2007-05-14,-1.651416545689488
2007-05-15,1.65133685285211
2007-05-16,-1.6355587494321333
2007-05-17,1.6181412746291879
2007-05-18,-1.5970709750895111
2007-05-21,1.5782157599361235
2007-05-22,1.567329231875028
2007-05-23,-1.5832581160015584
2007-05-24,-1.5716370995544926
2007-05-25,1.568322408982346
2007-05-28,1.568322408982346
2007-05-29,1.589365222496888
2007-05-30,1.5936809240087944
2007-05-31,-1.6062668655550287
2007-06-01,-1.5879799162161738
2007-06-04,1.5547804252060675
2007-06-05,1.538275301515269
2007-06-06,-1.5456757107119232
2007-06-07,-1.5174544367009837
2007-06-08,-1.4690875567120496
2007-06-11,1.5231502096282592
2007-06-12,-1.5014329567010065
2007-06-13,1.4688769849705277
2007-06-14,1.5353039630654508
2007-06-15,-1.5484634902957506
2007-06-18,1.5807582752773448
2007-06-19,-1.5986038947101655
2007-06-20,-1.6018552778814052
2007-06-21,-1.615088161628816
2007-06-22,-1.5696881588135472
2007-06-25,1.6188980725302677
2007-06-26,-1.6270299852037602
2007-06-27,1.6517860089866447
2007-06-28,-1.6688790270230534
2007-06-29,1.698952615437486
2007-07-02,-1.6728158921036964
2007-07-03,1.6685591898606769
2007-07-04,-1.6685591898606769
2007-07-05,-1.6680116469673683
2007-07-06,1.6670154140785745
2007-07-09,1.647577965851721
2007-07-10,1.6712954242106892
2007-07-11,-1.6729691647356455
2007-07-12,-1.6959966521689724
2007-07-13,1.6562052222291306
2007-07-16,1.6681575358442857
2007-07-17,1.6704280347235965
2007-07-18,-1.6708821141575636
2007-07-19,-1.6868826671579995
2007-07-20,1.7134839673980222
2007-07-23,-1.7227853863306126
2007-07-24,1.7160048342654695
2007-07-25,-1.715856300165513
2007-07-26,1.7987403777329964
2007-07-27,-1.8486661898383114
2007-07-30,-1.8836690399116556
2007-07-31,-1.8695325515307069
2007-08-01,1.8108076367785955
2007-08-02,-1.7967898162314826
2007-08-03,1.8155669717260567
2007-08-06,1.6841686589284117
2007-08-07,-1.6407939421388595
2007-08-08,-1.6610795338762432
2007-08-09,1.7364372605729481
2007-08-10,-1.7545926495152466
2007-08-13,-1.6967529389400413
2007-08-14,1.6254296215704689
2007-08-15,1.6830575185572905
2007-08-16,-1.5424377674891203
2007-08-17,-1.7125527402988105
2007-08-20,1.68912001506878
2007-08-21,1.8601242577837191
2007-08-22,-1.8770731808426446
2007-08-23,1.8851285112632648
2007-08-24,1.8208671898075677
2007-08-27,-1.7712330261673765
2007-08-28,1.746275178358033
2007-08-29,1.7973240133726132
2007-08-30,-1.790912119788182
2007-08-31,-1.7323121839860527
2007-09-03,1.7323121839860527
2007-09-04,-0.0
2007-09-05,-1.6490041396325292
2007-09-06,1.6665018585354847
2007-09-07,1.7004432895672938
2007-09-10,0.14519615164913136
2007-09-11,-0.17554576859762205
2007-09-12,-0.2606459148711684
2007-09-13,-0.28527516393287344
2007-09-14,0.2211145669540291
2007-09-17,-0.2799578994460923
2007-09-18,0.2794027161969592
2007-09-19,0.25154265127215814
2007-09-20,-0.4081376835442305
2007-09-21,-0.38905908276991674
2007-09-24,0.2159959835908709
2007-09-25,0.23485054006736483
2007-09-26,-0.2926250324243447
2007-09-27,0.30583556292014524
2007-09-28,0.28243900771134145
2007-10-01,-0.36448260871997773
2007-10-02,0.2609864746610393
2007-10-03,0.2916971400827233
2007-10-04,-0.29103325172808336
2007-10-05,0.2793231225902768
2007-10-08,0.2846810738471435
2007-10-09,0.33091284439184543
2007-10-10,-0.35511698595071817
2007-10-11,-0.30248842981332347
2007-10-12,0.30849842075793354
2007-10-15,-0.36451539206545736
2007-10-16,0.3329020015909485
2007-10-17,-0.28674096639812463
2007-10-18,0.274693930993005
2007-10-19,-0.23250748604166427
2007-10-22,0.22232192532875006
2007-10-23,-0.18499560161616602
2007-10-24,0.19758970161970701
2007-10-25,-0.19299805225055922
2007-10-26,-0.19151056063177307
2007-10-29,0.19566983788742354
2007-10-30,0.20252789226043122
2007-10-31,-0.207773633485556
2007-11-01,-0.24032540136663139
2007-11-02,0.22373864442698332
2007-11-05,0.4218588552358602
2007-11-06,-0.247284506494581
2007-11-07,0.05127667408538894
2007-11-08,0.3185967178402551
2007-11-09,0.2652035509562487
2007-11-12,0.4051496666016221
2007-11-13,-0.4130767752014797
2007-11-14,-0.3833065476244255
2007-11-15,0.3939276942589296
2007-11-16,-0.4052433420668202
2007-11-19,-0.42998833793683033
2007-11-20,0.43513774115203896
2007-11-21,-0.41773952392683267
2007-11-22,-0.41773952392683267
2007-11-23,-0.32397410317180864
2007-11-26,0.18993093927038185
2007-11-27,0.3882069609308223
2007-11-28,-0.30253127227660137
2007-11-29,0.3914329878026708
2007-11-30,-0.3242897723621949
2007-12-03,0.3063464842064594
2007-12-04,-0.34926086994879
2007-12-05,-0.31256066688954176
2007-12-06,0.2670525659499101
2007-12-07,-0.16378456066849045
2007-12-10,0.19528938138303786
2007-12-11,0.19528938138303786
2007-12-12,0.5444117113244689
2007-12-13,0.47150233302401773
2007-12-14,-0.4428858116975275
2007-12-17,0.4367804275345599
2007-12-18,0.24639293073656426
2007-12-19,11.690626918103868
2007-12-20,-11.809339089498252
2007-12-21,-11.811446764004668
2007-12-24,-11.921215569865394
2007-12-25,11.921215569865394
2007-12-26,-12.035011076707502
2007-12-27,11.927095172623101
2007-12-28,-11.948315972916356
2007-12-31,11.901218695194764
2008-01-01,-11.901218695194764
2008-01-02,11.8444189879077
2008-01-03,11.967137794444522
2008-01-04,-11.732821558266581
2008-01-07,-11.59785647148387
2008-01-08,11.647626441274536
2008-01-09,11.733939972214682
2008-01-10,-11.72148949090993
2008-01-11,-11.602021268944256
2008-01-14,11.508184250749771
2008-01-15,-11.56167076658527
2008-01-16,-11.451092365204474
2008-01-17,-11.492084848093782
2008-01-18,11.305522944660359
2008-01-21,-11.305522944660359
2008-01-22,11.18986816596011
2008-01-23,-10.906327238261143
2008-01-24,-11.054823519797267
2008-01-25,11.159687811099326
2008-01-28,10.958612802096948
2008-01-29,-10.973286474572982
2008-01-30,-11.033386784718099
2008-01-31,10.811238540521556
2008-02-01,-10.80592066424237
2008-02-04,-10.957616891119288
2008-02-05,10.879433313938234
2008-02-06,-10.765550321090805
2008-02-07,10.731944454296018
2008-02-08,-10.711683120065711
2008-02-11,10.713261459463888
2008-02-12,-10.670540662539379
2008-02-13,10.800373703912516
2008-02-14,-10.86643557536093
2008-02-15,10.75249339700579
2008-02-18,10.75249339700579
2008-02-19,-10.814335057721124
2008-02-20,10.841830329776196
2008-02-21,10.92355063253296
2008-02-22,10.812221443132213
2008-02-25,-10.8872831648457
2008-02-26,10.803283789654248
2008-02-27,10.789296458085694
2008-02-28,-10.653787332386734
2008-02-29,10.642379369376897
2008-03-03,-10.491750751056427
2008-03-04,10.499092117956446
2008-03-05,-10.462174560878692
2008-03-06,-10.4140510603019
2008-03-07,10.428696797223958
2008-03-10,-10.279131817935012
2008-03-11,-10.334160058013582
2008-03-12,10.659885094928493
2008-03-13,10.553819594661846
2008-03-14,-10.747646101827437
2008-03-17,10.769778542712494
2008-03-18,-10.825388314174614
2008-03-19,-10.983464515688032
2008-03-20,10.867210816884084
2008-03-21,-10.867210816884084
2008-03-24,-10.962516699438444
2008-03-25,11.137485960105977
2008-03-26,11.095265746872748
2008-03-27,-10.936568016782246
2008-03-28,10.907906751604918
2008-03-31,10.770451709412505
2008-04-01,-10.683768056371559
2008-04-02,-10.844482152515905
2008-04-03,10.91488552835605
2008-04-04,-10.872446118120388
2008-04-07,-10.896985771224662
2008-04-08,10.851222306188799
2008-04-09,-10.90166243865122
2008-04-10,10.959647641853826
2008-04-11,-10.926328296423224
2008-04-14,-10.85762306210039
2008-04-15,-10.926564831395758
2008-04-16,10.897654449066302
2008-04-17,-10.998411338480484
2008-04-18,-11.038456674194663
2008-04-21,11.068001001912252
2008-04-22,-11.159446007436182
2008-04-23,11.08861719574717
2008-04-24,-11.11606782725905
2008-04-25,11.105129271637935
2008-04-28,11.057506749963535
2008-04-29,11.059957505138595
2008-04-30,-11.034956187724335
2008-05-01,10.935236113645086
2008-05-02,-11.209022923413276
2008-05-05,11.086533992199186
2008-05-06,11.020180534800598
2008-05-07,-11.119196909670201
2008-05-08,11.016108029818406
2008-05-09,10.979356612995172
2008-05-12,-10.898351297185068
2008-05-13,-11.145871046190631
2008-05-14,11.016823834746289
2008-05-15,-11.026770154066492
2008-05-16,11.074816932475944
2008-05-19,-11.050017560069326
2008-05-20,11.024125492437843
2008-05-21,-11.100690677019967
2008-05-22,0.0
2008-05-23,11.11713721726776
2008-05-26,11.11713721726776
2008-05-27,-11.13513074699949
2008-05-28,-11.241124876641688
2008-05-29,-11.311888107042959
2008-05-30,11.258759962073938
2008-06-02,11.369211944324611
2008-06-03,-11.282580614490172
2008-06-04,11.268119338329079
2008-06-05,-11.370075437441377
2008-06-06,11.392753167470282
2008-06-09,-11.381889647367165
2008-06-10,-11.41209332907181
2008-06-11,11.3269218894264
2008-06-12,-11.420445525555566
2008-06-13,11.355172914334718
2008-06-16,11.424320748229578
2008-06-17,-11.364130833241452
2008-06-18,11.221976367579355
2008-06-19,-11.256929273560575
2008-06-20,11.282029014824385
2008-06-23,-11.274070428561023
2008-06-24,11.256935557822105
2008-06-25,11.237413924521151
2008-06-26,-11.096731688407562
2008-06-27,11.039836609363068
2008-06-30,-11.134070623661662
2008-07-01,-11.156827495591411
2008-07-02,-11.212026785226698
2008-07-03,11.139392892006185
2008-07-04,-11.139392892006185
2008-07-07,11.054320130707127
2008-07-08,11.280799806853999
2008-07-09,-11.172645536511167
2008-07-10,11.103372700324671
2008-07-11,-11.08760221466431
2008-07-14,-11.127262994399668
2008-07-15,11.344533477356848
2008-07-16,-11.077116123615312
2008-07-17,-11.137082727352743
2008-07-18,11.307712744224306
2008-07-21,-11.355039567930852
2008-07-22,11.325123704861536
2008-07-23,-11.287804108075377
2008-07-24,11.322095159044196
2008-07-25,11.185081547078315
2008-07-28,-11.212715902279951
2008-07-29,11.165117942668578
2008-07-30,-11.270030654539129
2008-07-31,11.325499884765017
2008-08-01,-11.252571054427438
2008-08-04,11.235443135547685
2008-08-05,-11.307380175145475
2008-08-06,-11.308283490783365
2008-08-07,11.195241175835804
2008-08-08,11.10985880746615
2008-08-11,-11.15851479541005
2008-08-12,11.3673852418082
2008-08-13,11.292996066464722
2008-08-14,-11.278322674584167
2008-08-15,11.276838687306059
2008-08-18,-11.444218793892768
2008-08-19,11.34378077551851
2008-08-20,-11.40773541000273
2008-08-21,11.280230425722987
2008-08-22,-11.333589346734575
2008-08-25,11.350637690103088
2008-08-26,-11.349286964121339
2008-08-27,-11.431121578180514
2008-08-28,11.382188072540625
2008-08-29,-11.475346874529148
2008-09-01,11.475346874529148
2008-09-02,-11.54254210107848
2008-09-03,11.570346514675563
2008-09-04,-11.612718287338087
2008-09-05,11.535723512590598
2008-09-08,-11.553002269924827
2008-09-09,11.726886301574224
2008-09-10,-11.741232304563324
2008-09-11,11.771343127651141
2008-09-12,-11.749356566135333
2008-09-15,11.608727580579439
2008-09-16,11.608727580579439
2008-09-17,-0.3508789757769175
2008-09-18,0.653791367490838
2008-09-19,-0.04217922778255123
2008-09-22,0.164142674257119
2008-09-23,-0.10197377964018338
2008-09-24,0.14692245744156493
2008-09-25,-0.08974092866645111
2008-09-26,0.11586168739384745
2008-09-29,0.15142986411509807
2008-09-30,-0.04008571377702724
2008-10-01,0.26411092559040567
2008-10-02,0.2137604322072374
2008-10-03,0.3684372336658081
2008-10-06,0.625198923941503
2008-10-07,-0.7046592236391613
2008-10-08,0.05381338225418836
2008-10-09,-0.62616958137295
2008-10-10,0.5674797517021104
2008-10-13,-0.5246304578729915
2008-10-14,0.45071598774508215
2008-10-15,-0.48102353844576207
2008-10-16,0.6084913162268043
2008-10-17,0.6400691263435683
2008-10-20,-0.7425001521946737
2008-10-21,0.5330900053642125
2008-10-22,-0.8598475507081513
2008-10-23,1.123605007340328
2008-10-24,-0.7828933279226467
2008-10-27,-1.3775433161488881
2008-10-28,1.5897414905238905
2008-10-29,1.3837416521454926
2008-10-30,-1.4092182405353495
2008-10-31,1.3839120607500546
2008-11-03,-1.417979347112194
2008-11-04,1.327456633232116
2008-11-05,1.094419969067374
2008-11-06,-1.340001312061018
2008-11-07,-1.316745981126747
2008-11-10,-1.3645802232556354
2008-11-11,1.371572329464493
2008-11-12,1.4658193731328408
2008-11-13,-1.585906340151024
2008-11-14,1.489592268830511
2008-11-17,-1.65263014891237
2008-11-18,1.715705318469123
2008-11-19,-1.742118488008445
2008-11-20,1.9259496407860708
2008-11-21,-1.738927560758692
2008-11-24,1.7259948784375954
2008-11-25,1.638123891625884
2008-11-26,-1.4145933521094416
2008-11-27,-1.4145933521094416
2008-11-28,1.3040108241460617
2008-12-01,1.2499424979159213
2008-12-02,-1.2791388376504473
2008-12-03,1.2169869855699302
2008-12-04,-1.1303760843975152
2008-12-05,-1.1958156207168615
2008-12-08,-0.7471478498847783
2008-12-09,1.1074449018637147
2008-12-10,1.1057072001062656
2008-12-11,1.2133336933817735
2008-12-12,-1.0640560188941344
2008-12-15,-1.0773094062820014
2008-12-16,1.0861053906903448
2008-12-17,-0.7033389140685907
2008-12-18,-0.6831454357091763
2008-12-19,-0.6752701195798503
2008-12-22,0.9954189859718787
2008-12-23,-0.9231052385843682
2008-12-24,1.0588671947839265
2008-12-25,-1.0588671947839265
2008-12-26,1.0843278723484697
2008-12-29,-0.9282054196178129
2008-12-30,-0.9421463675145828
2008-12-31,0.9709944979702174
2009-01-01,-0.9709944979702174
2009-01-02,-1.0246010947035193
2009-01-05,-1.0845325519250155
2009-01-06,1.1575479910035877
2009-01-07,1.1070536276341103
2009-01-08,-1.1273917701649279
2009-01-09,-1.0897525802925574
2009-01-12,1.1960729120087854
2009-01-13,1.3396985112135962
2009-01-14,1.4376596214647475
2009-01-15,-1.261582289592584
2009-01-16,-1.3982050037272562
2009-01-19,1.3982050037272562
2009-01-20,-1.4245403253516145
2009-01-21,1.5395830815760636
2009-01-22,-1.4359859103567596
2009-01-23,-1.2996434439081306
2009-01-26,1.2997702055219438
2009-01-27,1.2080333508706205
2009-01-28,1.3539866574980202
2009-01-29,-1.2846053423782173
2009-01-30,1.5281195285162363
2009-02-02,1.6853326163791222
2009-02-03,1.5717519630334953
2009-02-04,-1.658920124734401
2009-02-05,1.7349884600199217
2009-02-06,1.666377863932418
2009-02-09,-1.6128773845828641
2009-02-10,1.5685252714131948
2009-02-11,1.7120518152973059
2009-02-12,-1.701575157583656
2009-02-13,-1.6420645369714388
2009-02-16,1.6420645369714388
2009-02-17,1.7910443969618253
2009-02-18,-1.8071684907444767
2009-02-19,-1.9025260605072436
2009-02-20,1.9658270508861981
2009-02-23,-1.9347250236359956
2009-02-24,2.0224837180081585
2009-02-25,-1.8916885938279009
2009-02-26,-1.9757022165968963
2009-02-27,1.9860161443201287
2009-03-02,-2.0873900120896915
2009-03-03,2.1104347977609095
2009-03-04,-2.1375064003515356
2009-03-05,2.0618078181101094
2009-03-06,-2.1358416219089964
2009-03-09,2.2111167637437372
2009-03-10,-2.1598567497105816
2009-03-11,1.99408383766754
2009-03-12,1.8662971012108205
2009-03-13,-1.7701330477724875
2009-03-16,-1.7297060997378522
2009-03-17,1.7460367410390487
2009-03-18,-1.6928877263118947
2009-03-19,1.3412066199263322
2009-03-20,-1.4804369876452217
2009-03-23,1.4854426257764932
2009-03-24,-1.3951482200866152
2009-03-25,1.394532070582818
2009-03-26,-1.3812916014453651
2009-03-27,1.2919544037054596
2009-03-30,-1.3991583093734572
2009-03-31,-1.5513479827762404
2009-04-01,1.5120113677916431
2009-04-02,-1.4762576063365547
2009-04-03,-1.3922863628160804
2009-04-06,1.4049103336211348
2009-04-07,1.3729648338003142
2009-04-08,1.4885083366864962
2009-04-09,-1.4171696679693015
2009-04-10,1.4171696679693015
2009-04-13,1.4744462167468495
2009-04-14,-1.3223179432838814
2009-04-15,-1.410732864395174
2009-04-16,-1.445049883620796
2009-04-17,-1.475670252253627
2009-04-20,1.5882243797645992
2009-04-21,1.6749060942059575
2009-04-22,-1.674200656369123
2009-04-23,1.695575117710519
2009-04-24,1.6480331131191592
2009-04-27,1.600164227360942
2009-04-28,1.6398277068190474
2009-04-29,-1.6272296582199282
2009-04-30,-0.0
2009-05-01,1.5553248854982682
2009-05-04,1.5906479882639712
2009-05-05,1.4550403427790979
2009-05-06,-1.5047983738646988
2009-05-07,-1.4459999616234402
2009-05-08,1.5836861932400075
2009-05-11,1.4227841357330224
2009-05-12,-1.4369084944599035
2009-05-13,1.472928627509088
2009-05-14,-1.4707085731059506
2009-05-15,-1.4781644952873716
2009-05-18,1.584299895002097
2009-05-19,-1.5326896864850754
2009-05-20,1.4641475657423784
2009-05-21,1.4813796355655646
2009-05-22,-1.5112714287855145
2009-05-25,1.5112714287855145
2009-05-26,1.551642896622643
2009-05-27,-1.5212099743061904
2009-05-28,1.6869024502194556
2009-05-29,1.5407722253539948
2009-06-01,-1.408219294677714
2009-06-02,-1.4824988184833465
2009-06-03,1.323733272170794
2009-06-04,-1.4463999451406941
2009-06-05,-1.4968276349543217
2009-06-08,1.5956152903418221
2009-06-09,-1.6699605765449166
2009-06-10,-1.5714072199247715
2009-06-11,-1.638069762624946
2009-06-12,1.4599006531450631
2009-06-15,-1.5541938044539823
2009-06-16,-1.6493718603042213
2009-06-17,1.6228015718296962
2009-06-18,-1.6660764511299941
2009-06-19,1.6704164633606633
2009-06-22,1.6448907344067965
2009-06-23,1.6448907344067965
2009-06-24,0.17972864491854243
2009-06-25,-0.1717973389206233
2009-06-26,0.34665555520291724
2009-06-29,-0.33612108054901474
2009-06-30,-0.31076265429366356
2009-07-01,0.2416774512257275
2009-07-02,0.2829808099217363
2009-07-03,-0.2829808099217363
2009-07-06,-0.24413100171549038
2009-07-07,0.27750737140386017
2009-07-08,0.2571515722298502
2009-07-09,-0.3334596068154908
2009-07-10,-0.3203525243616495
2009-07-13,-0.36431966141327
2009-07-14,-0.3447497432529789
2009-07-15,0.3304244899569545
2009-07-16,0.3908316337865685
2009-07-17,-0.3713071287761669
2009-07-20,0.3703011770539819
2009-07-21,0.40013166923041554
2009-07-22,0.5315613023979129
2009-07-23,-0.4809411994245807
